,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,gps_code,iata_code
0,small_airport,Utirik Airport,11.222,169.852005,4.0,MH,K03N,UTK
1,small_airport,Atkamba Airport,-6.0655555555600005,141.095277778,150.0,PG,,ABP
2,small_airport,Andakombe Airport,-7.13722222222,145.744722222,3600.0,PG,AYAN,ADC
3,small_airport,Aseki Airport,-7.35080485552,146.19386673,4106.0,PG,AYAX,AEK
4,small_airport,Afore Airstrip,-9.14222222222,148.390833333,2500.0,PG,AYAF,AFR
5,small_airport,Afutara Aerodrome,-9.19138888889,160.948611111,23.0,SB,AGAF,AFT
6,small_airport,Ulawa Airport,-9.86054358262,161.979546547,40.0,SB,AGAR,RNA
7,small_airport,Uru Harbour Airport,-8.87333,161.011002,,SB,AGAT,ATD
8,small_airport,Barakoma Airport,-7.912779808044434,156.70599365234375,,SB,AGBA,VEV
9,small_airport,Geva Airport,-7.575829982757568,156.5970001220703,,SB,AGEV,GEF
10,small_airport,Angoram Airport,-4.05583333333,144.073888889,75.0,PG,,AGG
11,small_airport,Gwaunaru'u Airport,-8.70257,160.682007,5.0,SB,AGGA,AKS
12,small_airport,Bellona/Anua Airport,-11.3022222222,159.798333333,60.0,SB,AGGB,BNY
13,small_airport,Choiseul Bay Airport,-6.711944,156.396111,,SB,AGGC,CHY
14,small_airport,Ballalae Airport,-6.990745,155.886656,5.0,SB,AGGE,BAS
15,small_airport,Fera/Maringe Airport,-8.1075,159.576996,,SB,AGGF,FRE
16,large_airport,Honiara International Airport,-9.428,160.054993,28.0,SB,AGGH,HIR
17,small_airport,Babanakira Airport,-9.7475004196167,159.83900451660156,,SB,AGGI,MBU
18,small_airport,Avu Avu Airport,-9.86833333333,160.410555556,25.0,SB,AGGJ,AVU
19,small_airport,Ngorangora Airport,-10.4497003555,161.897994995,54.0,SB,AGGK,IRA
20,small_airport,Santa Cruz/Graciosa Bay/Luova Airport,-10.72029972076416,165.7949981689453,18.0,SB,AGGL,SCZ
21,medium_airport,Munda Airport,-8.327969551086426,157.26300048828125,10.0,SB,AGGM,MUA
22,small_airport,Nusatupe Airport,-8.09778022766,156.863998413,13.0,SB,AGGN,GZO
23,small_airport,Mono Airport,-7.416940212249756,155.56500244140625,,SB,AGGO,MNY
24,small_airport,Parasi Airport,-9.64167022705078,161.4250030517578,,SB,AGGP,PRS
25,small_airport,Rennell/Tingoa Airport,-11.533900260925291,160.06300354003906,,SB,AGGR,RNL
26,small_airport,Sege Airport,-8.578889846801758,157.87600708007812,,SB,AGGS,EGM
27,small_airport,Santa Ana Airport,-10.847994,162.454108,3.0,SB,AGGT,NNB
28,small_airport,Marau Airport,-9.86166954041,160.824996948,,SB,AGGU,RUS
29,small_airport,Suavanao Airport,-7.585559844970703,158.7310028076172,,SB,AGGV,VAO
30,small_airport,Yandina Airport,-9.092816,159.21841,60.0,SB,AGGY,XYA
31,small_airport,Kagua Airport,-6.396388888890001,143.853611111,5350.0,PG,,AGK
32,small_airport,Kaghau Airport,-7.3305,157.585,30.0,SB,AGKG,KGE
33,small_airport,Kukudu Airport,-8.0262,156.94783,32.0,SB,AGKU,KUE
34,small_airport,Kwailabesi Airport,-8.360508,160.775127,52.0,SB,AGKW,KWS
35,small_airport,Wanigela Airport,-9.3375,149.155555556,53.0,PG,AYWG,AGL
36,small_airport,Nana Airport,-10.6758,162.2049,60.0,SB,AGNA,NAZ
37,small_airport,Ringi Cove Airport,-8.12639045715332,157.14300537109375,,SB,AGRC,RIN
38,small_airport,Ramata Airport,-8.168060302734375,157.64300537109375,,SB,AGRM,RBV
39,small_airport,Argyle Downs Airport,-16.514,128.9245,407.0,AU,,AGY
40,small_airport,Aiome Airport,-5.145699978,144.7307003,350.0,PG,AYAO,AIE
41,small_airport,Aiambak Airport,-7.342777777779999,141.2675,90.0,PG,AYAK,AIH
42,small_airport,Ailinglaplap Airok Airport,7.279422,168.8257,16.0,MH,,AIC
43,small_airport,Ama Airport,-4.10111111111,141.67,145.0,PG,AYAA,AMF
44,small_airport,Amanab Airport,-3.586,141.214333333,1307.0,PG,AYAM,AMU
45,small_airport,Angaur,6.906829,134.145386,20.0,PW,,
46,medium_airport,Nauru International Airport,-0.547458,166.919006,22.0,NR,ANYN,INU
47,small_airport,Angus Downs Airport,-25.0325,132.2748,1724.0,AU,,ANZ
48,small_airport,Annanberg Airport,-4.90416666667,144.635833333,130.0,PG,,AOB
49,small_airport,Asapa Airport,-8.97916666667,148.103611111,1930.0,PG,,APP
50,small_airport,April River Airport,-4.67666666667,142.540138889,220.0,PG,AYPE,APR
51,small_airport,Aragip Airport,-9.88333333333,149.483333333,1750.0,PG,,ARP
52,small_airport,Asirim Airport,-6.009722222220001,150.368611111,1050.0,PG,,ASZ
53,small_airport,Namatanai Airport,-3.6695,152.438,150.0,PG,AYNX,ATN
54,small_airport,Aitape Airport,-3.14361111111,142.346805556,10.0,PG,AYAI,ATP
55,small_airport,Utai Airstrip,-3.386,141.5868,707.0,PG,ATUA,
56,small_airport,Dwellingup Airstrip,-32.6926994324,116.074996948,,AU,,
57,small_airport,Tjukayirla Roadhouse Airstrip,-27.155199,124.584999,1425.0,AU,,
58,small_airport,Langley Park Airstrip,-31.9612293243,115.867866516,11.0,AU,,
59,small_airport,Myrup fly in estate Airport,-33.793701171900004,121.958000183,,AU,,
60,small_airport,Harrismith Airport,-32.9418449402,117.865447998,900.0,AU,,
61,small_airport,Kulin Airport,-32.6721992493,118.168998718,1000.0,AU,,
62,small_airport,Althorpe Lighthouse Airstrip,-35.370700836199994,136.860992432,1000.0,AU,,
63,small_airport,Pinjarra North Airstrip,-32.5803985596,115.885002136,,AU,,
64,small_airport,Pinjarra Skydiving Airstrip,-32.6665196035,115.881745219,,AU,,
65,small_airport,Wheeler Field,-32.7874909969,115.789482594,,AU,,
66,small_airport,Lake Clifton Airstrip,-32.7909355164,115.670883179,11.0,AU,,
67,small_airport,Between Lakes Private Airstrip,-32.849998474121094,115.63999938964844,,AU,,
68,small_airport,Abrolhos East Wallabi Island Airport,-28.43785,113.735583333,,AU,,
69,small_airport,Bremer Bay Airport,-34.380561828599994,119.331947327,100.0,AU,,
70,small_airport,Middlebrook Station Scone Airstrip,-31.9711685181,150.811477661,900.0,AU,,
71,small_airport,Lily Dutch Windmill Airstrip,-34.2250022888,118.216148376,655.0,AU,,
72,small_airport,Preston Field - Blair Howe,-33.0187988281,115.700996399,20.0,AU,,
73,small_airport,Avoca Airport,-41.781700134277344,147.7194061279297,700.0,AU,,
74,small_airport,Kukerin,-33.17490005493164,118.08499908447266,850.0,AU,,
75,small_airport,Karijini National Park,-22.487101,118.468002,2325.0,AU,,
76,small_airport,Cardabia Station Airstrip,-23.10602378845215,113.80522918701172,5.0,AU,,
77,small_airport,Woodbury Airfield,-42.16777801513672,147.44583129882812,713.0,AU,,
78,small_airport,Port Fairy,-38.36196517944336,142.26422119140625,10.0,AU,,
79,small_airport,Northcliffe Airstrips (needs confirmation),-34.65900039672852,116.1520004272461,,AU,,
80,small_airport,Yuin Station,-27.983333587646484,116.03333282470705,970.0,AU,,
81,small_airport,Boobyalla Airfield,-40.89916610717773,147.86471557617188,50.0,AU,,
82,small_airport,Moonambel Airfield,-36.9716682434082,143.28611755371094,1100.0,AU,,
83,small_airport,Stirling Range Retreat,-34.312400817871094,118.18599700927734,,AU,,
84,small_airport,Frankland Valley Vineyard,-34.34769821166992,116.9520034790039,825.0,AU,,
85,small_airport,Tumbarumba Airport,-35.7626038,147.886885,1993.0,AU,YTBM,
86,small_airport,Tardun Christian Brothers airfield,-28.70870018005371,115.8176498413086,,AU,,
87,small_airport,New Norcia airstrip,-30.96663,116.21547,,AU,,
88,small_airport,New Norcia North,-30.9210027433,116.23998642,,AU,,
89,small_airport,Abrolhos North Island,-28.2998166667,113.5958,1.0,AU,YNTI,
90,small_airport,Abrolhos Island,-28.4754062982,113.689184189,,AU,,
91,small_airport,Kilcoy Airfield,-26.971128,152.566575,,AU,,
92,small_airport,Maitraya Resort Airstrip,-34.9874643375,118.055562973,200.0,AU,,
93,small_airport,Chittering Airstrip,-31.5211908201,116.147289276,,AU,,
94,small_airport,Trawalla Airport,-37.4387473644,143.458957672,900.0,AU,,
95,small_airport,Pomonal Airstrip,-37.230559,142.677165,,AU,,
96,small_airport,Lake Eyre North,-28.4166666667,137.3,,AU,,
97,small_airport,Yardie Homestead,-21.8840402588,114.006564617,,AU,,
98,small_airport,Kulin Bush Races Strip,-32.664444444400004,118.310833333,950.0,AU,,
99,small_airport,Kooringal Airstrip,-27.3458333333,153.425833333,25.0,AU,,
100,small_airport,Huntfield Airfield,-35.1725454513,138.493609428,,AU,,
101,small_airport,Lake Omeo Dry Lake Ultralightport,-36.9617573795,147.672729492,,AU,,
102,small_airport,Snowy Range Airfield,-37.3485734147,146.766046286,5200.0,AU,,
103,small_airport,Delatite Airstrip,-37.145053,146.159431,1164.0,AU,,
104,small_airport,Sherlock Ultralight Airfield,-35.3202777778,139.792522222,58.0,AU,,
105,small_airport,Warroora Station Airstrip,-23.47487,113.79925,35.0,AU,,
106,small_airport,Lady Elliot Island Airstrip,-24.1129,152.7156,20.0,AU,,LYT
107,small_airport,Nambung Station Private Airstrip,-30.577798,115.225055,,AU,,
108,small_airport,Dingo Airstrip,-23.655,149.338,441.0,AU,,
109,small_airport,Toby's Gap Airstrip,-25.5887,153.0646,339.0,AU,,
110,small_airport,Boggabilla Airstrip,-28.6172,150.3324,740.0,AU,,
111,small_airport,Valley View,-28.699218,114.911043,800.0,AU,,
112,small_airport,Midway,-32.672544,115.789526,,AU,,
113,small_airport,Wheeler Drome,-32.786914,115.910386,,AU,,
114,small_airport,Unknown Farm Strip,-33.094903,115.717181,,AU,,
115,small_airport,Murgenella Airstrip,-11.5494,132.9142,67.0,AU,,
116,small_airport,Aileron Airstrip,-22.652908,133.347244,2186.0,AU,,
117,small_airport,Overlander Airport,-26.407707,114.45385,,AU,,
118,small_airport,Denman Farm Strip,-32.379816,150.695005,,AU,,
119,small_airport,Swan Reach Airport,-34.556053,139.592156,36.0,AU,YSWR,
120,small_airport,Alcoota Station Airport,-22.801963,134.4036,1994.0,AU,,
121,small_airport,Balma Airfield,-13.247423,135.848699,37.0,AU,,
122,small_airport,Ban Ban Airfield,-13.376886,131.495318,394.0,AU,,
123,small_airport,Banka Banka Airstrip,-18.79853,134.039619,969.0,AU,,
124,small_airport,Baygurrtji Airfield,-13.146384,135.817344,,AU,,
125,small_airport,Wright Field,-36.093359,143.782748,306.0,AU,,
126,small_airport,Birany Birany Airfield,-12.816959,136.471556,51.0,AU,,
127,small_airport,Bullita Airfield,-16.119461,130.429044,372.0,AU,,
128,small_airport,Bunda Landing Ground,-17.996474,129.348671,1301.0,AU,,
129,small_airport,Chilla Well Landing Ground,-21.499888,130.961747,1612.0,AU,,
130,small_airport,Cox River Landing Ground,-15.867686,134.558959,764.0,AU,,
131,small_airport,Crab Claw Island Landing Ground,-12.713254,130.622849,34.0,AU,,
132,small_airport,Donydji Airport,-12.888913,135.466661,330.0,AU,,
133,small_airport,Manyallaluk Airport,-14.265449,132.82983,758.0,AU,,
134,small_airport,Finniss River Landing Ground,-12.872221,130.54513,31.0,AU,,
135,small_airport,Fish River Landing Ground,-14.188069,130.881436,238.0,AU,,
136,small_airport,Gerald Farm Airfield,-12.500167,130.765833,117.0,AU,,
137,small_airport,Derby Field,-36.6128,144.0186,461.0,AU,,
138,small_airport,Rothwell Airfield,-37.883407,144.443387,298.0,AU,,
139,small_airport,Parra Wirra Helipad,-34.678754,138.83491,,AU,,
140,small_airport,Strowan,-32.460996,150.861705,830.0,AU,,
141,small_airport,Agnew Airport,-12.145600318908691,142.1490020751953,,AU,,AGW
142,small_airport,Alroy Downs Airport,-19.29080009460449,136.07899475097656,,AU,,AYD
143,small_airport,Baniyala Airport,-13.19810009,136.227005005,20.0,AU,,BYX
144,small_airport,Coolibah Airport,-15.548299789428713,130.96200561523438,,AU,,COB
145,small_airport,Coorabie Airport,-31.894399642944336,132.29600524902344,,AU,,CRJ
146,small_airport,Carlton Hill Airport,-15.50189971923828,128.53399658203125,,AU,,CRY
147,small_airport,Cresswell Downs Airport,-17.947999954223633,135.91600036621094,,AU,,CSD
148,small_airport,Diamantina Lakes Airport,-23.761699676513672,141.14500427246094,,AU,,DYM
149,small_airport,Helenvale Airport,-15.685799598693848,145.21499633789062,,AU,,HLV
150,small_airport,Kimberley Downs Airport,-17.39780044555664,124.3550033569336,,AU,,KBD
151,small_airport,Kulgera Airport,-25.84280014038086,133.29200744628906,,AU,,KGR
152,small_airport,Miranda Downs Airport,-17.328899,141.886002,,AU,YMIR,MWY
153,small_airport,Camballin Airport,-18.12470054626465,124.27200317382812,,AU,,MYO
154,small_airport,Orchid Beach Airport,-24.959400177002,153.31500244141,71.0,AU,YORC,OKB
155,small_airport,Peppimenarti Airport,-14.144200325,130.091003418,83.0,AU,,PEP
156,small_airport,Rockhampton Downs Airport,-18.95330047607422,135.2010040283203,,AU,,RDA
157,small_airport,Sturt Creek Airport,-19.166400909423828,128.1739959716797,,AU,,SSK
158,small_airport,Shaw River Airport,-21.510299682617188,119.36199951171876,,AU,,SWB
159,small_airport,Tom Price Airport,-22.746000289900003,117.869003296,2300.0,AU,YTMP,TPR
160,small_airport,Torwood Airport,-17.363300323486328,143.75,,AU,,TWP
161,small_airport,Springvale Airport,-17.78689956665039,127.66999816894533,,AU,,ZVG
162,small_airport,Aua Island Airport,-1.46055555556,143.064722222,4.0,PG,AYND,AUI
163,small_airport,Ambunti Airport,-4.21566666667,142.823166667,50.0,PG,AYAT,AUJ
164,small_airport,Agaun Airport,-9.930833,149.385667,3200.0,PG,AYAG,AUP
165,small_airport,Aumo Airport,-5.731111111110001,148.445277778,450.0,PG,AYUM,AUV
166,small_airport,Kompiam Airport,-5.38166666667,143.924722222,5100.0,PG,AYAQ,KPM
167,small_airport,Arou Airstrip,-5.4951,142.5137,4830.0,PG,AYAU,
168,small_airport,Bak Airstrip,-5.2685,142.097,5440.0,PG,AYBB,
169,medium_airport,Buka Airport,-5.422319889068604,154.67300415039062,11.0,PG,AYBK,BUA
170,small_airport,Biaru Airport,-7.6693,146.7594,4900.0,PG,AYBR,BRP
171,small_airport,Begesin Airstrip,-5.3889,145.4472,980.0,PG,AYBS,
172,small_airport,Batri Airstrip,-6.5522,143.9441,4510.0,PG,AYBT,
173,small_airport,Blackwara Airport,-2.618211,141.091971,58.0,PG,AYBW,
174,small_airport,Wowobo Airstrip,-7.3405,144.5477,74.0,PG,AYBX,
175,small_airport,Wuyabo Airstrip,-6.8378,145.8732,6400.0,PG,AYBY,
176,medium_airport,Chimbu Airport,-6.024290084838867,144.9709930419922,4974.0,PG,AYCH,CMU
177,small_airport,Dobu Airstrip,-6.6305,144.6383,3115.0,PG,AYDD,
178,small_airport,Munduku Airport,-4.6204,143.4516,100.0,PG,AYDK,MDM
179,small_airport,Kondobol Airport,-8.5336,142.5049,132.0,PG,AYDL,KPF
180,small_airport,Dinangat Airport,-6.1546,146.6772,5309.0,PG,AYDN,DNU
181,small_airport,Doini Airport,-10.7009,150.7218,31.0,PG,AYDO,DOI
182,small_airport,Tsendiap Airstrip,-5.3599,144.4462,1565.0,PG,AYDP,
183,small_airport,Dimisisi Airstrip,-8.6298,142.2162,166.0,PG,AYDQ,
184,small_airport,Dusin Airport,-5.184135,144.411965,6300.0,PG,AYDS,
185,medium_airport,Daru Airport,-9.08675956726,143.207992554,20.0,PG,AYDU,DAU
186,small_airport,Dewara Airstrip,-8.3802,142.4475,25.0,PG,AYDW,
187,small_airport,Sindeni Airstrip,-7.0077,145.7965,5710.0,PG,AYDY,
188,small_airport,Embessa Airport,-9.447,148.7628,131.0,PG,AYEB,EMS
189,small_airport,Edwaki Airport,-3.883986,141.792234,190.0,PG,AYED,XYR
190,small_airport,Mengina Airstrip,-6.4836,144.986,4224.0,PG,AYEG,
191,small_airport,Milei Airstrip,-9.0794,147.602,2160.0,PG,AYEI,
192,small_airport,Membok Airstrip,-6.4744,141.019,54.0,PG,AYEK,
193,small_airport,Eliptamin Airport,-5.0412,141.6779,4825.0,PG,AYEL,EPT
194,small_airport,Eleme Airstrip,-4.8141,143.9103,233.0,PG,AYEM,
195,small_airport,Engati Airstrip,-6.9179,146.1053,3715.0,PG,AYEN,EGA
196,small_airport,Emo River Airstrip,-9.1234,148.0415,2240.0,PG,AYEO,EMO
197,small_airport,Erume Airport,-8.2538,146.9747,6690.0,PG,AYER,ERU
198,small_airport,Meselia Airport,-6.1364,149.1183,180.0,PG,AYES,MFZ
199,small_airport,Eloaua Airstrip,-1.5601,149.6318,25.0,PG,AYEU,
200,small_airport,Mirsey Airstrip,-4.0621,142.6609,107.0,PG,AYEY,
201,small_airport,Feramin Airport,-5.208,141.6988,4655.0,PG,AYFE,FRQ
202,small_airport,Foroko Airstrip,-5.3283,144.8944,412.0,PG,AYFK,
203,small_airport,Fogomaiu Airstrip,-6.5096,143.0794,737.0,PG,AYFO,
204,small_airport,Frieda River Airport,-4.610468,141.960138,217.0,PG,AYFR,FAQ
205,small_airport,Fas Airstrip,-3.1983,141.472,1219.0,PG,AYFS,
206,small_airport,Fuma Airport,-6.3933,142.4408,466.0,PG,AYFU,FUM
207,small_airport,Kwieftim Airstrip,-3.6005,141.7674,515.0,PG,AYFW,
208,medium_airport,Goroka Airport,-6.081689834590001,145.391998291,5282.0,PG,AYGA,GKA
209,small_airport,Gimi Airstrip,-6.6482,145.4003,5096.0,PG,AYGD,
210,small_airport,Geigorobi Airstrip,-4.1055,143.3056,74.0,PG,AYGE,
211,small_airport,Guari Airport,-8.1286,146.8722,6450.0,PG,AYGF,GUG
212,small_airport,Garasa Airport,-7.980713,147.213461,2539.0,PG,AYGG,GRL
213,small_airport,Guhu Airstrip,-5.6957,146.1116,3.0,PG,AYGH,
214,small_airport,Gema Airstrip,-6.8032,145.7756,1675.0,PG,AYGM,
215,medium_airport,Gurney Airport,-10.3114995956,150.333999634,88.0,PG,AYGN,GUR
216,small_airport,Gokto Airstrip,-4.9136,144.49,259.0,PG,AYGO,
217,small_airport,Gusap Airport,-6.053196,145.959047,1504.0,PG,AYGP,GAP
218,small_airport,Gawa Airstrip,-5.259,142.233,6500.0,PG,AYGQ,
219,medium_airport,Girua Airport,-8.80453968048,148.309005737,311.0,PG,AYGR,PNP
220,small_airport,Gasuke Airport,-6.1028,141.7393,157.0,PG,AYGS,GBC
221,small_airport,Guwasa Airport,-6.465838,145.083968,4800.0,PG,AYGW,
222,small_airport,Guavi Airstrip,-6.87,142.7537,303.0,PG,AYGY,
223,small_airport,Haia Airport,-6.707421,144.997398,2434.0,PG,AYHA,
224,small_airport,Habi Airport,-6.32,142.4893,993.0,PG,AYHB,HBD
225,small_airport,Heiweni Airport,-7.4223,146.4276,3480.0,PG,AYHE,HNI
226,small_airport,Honinabi Airport,-16.2457,142.1771,452.0,PG,AYHH,HNN
227,small_airport,Hewa Airstrip,-5.1914,142.9595,5000.0,PG,AYHJ,
228,medium_airport,Kimbe Airport,-5.462170124053955,150.40499877929688,66.0,PG,AYHK,HKN
229,small_airport,Hesalibi Airstrip,-6.6,142.3502,305.0,PG,AYHL,
230,small_airport,Habina Airstrip,-6.6671,146.0,6200.0,PG,AYHN,
231,small_airport,Haivaro Airport,-6.9406,143.059,180.0,PG,AYHO,HIT
232,small_airport,Hauna Airstrip,-4.2994,142.2305,73.0,PG,AYHQ,
233,small_airport,Hotmin Airstrip,-4.5845,141.5742,196.0,PG,AYHT,
234,small_airport,Haewenai Airstrip,-5.7219,141.3205,220.0,PG,AYHW,
235,small_airport,Herowena Airstrip,-6.6229,145.1972,4695.0,PG,AYHX,
236,small_airport,Huya Airstrip,-6.2734,142.7061,2611.0,PG,AYHY,
237,small_airport,Ibil Airstrip,-4.6828,141.0316,870.0,PG,AYIB,
238,small_airport,Imane Airport,-6.7524,146.1072,3860.0,PG,AYII,IMN
239,small_airport,Kungim Airport,-5.671,141.03,349.0,PG,AYIM,KGM
240,small_airport,Busilmin Airstrip,-4.9166,141.1548,5450.0,PG,AYIN,
241,small_airport,Imonda Airport,-3.328,141.1573,990.0,PG,AYIO,IMD
242,small_airport,Iropena Airstrip,-5.0333,143.87084,5190.0,PG,AYIP,
243,small_airport,Aropa Airport,-6.305417,155.728139,20.0,PG,AYIQ,KIE
244,small_airport,Inaru Airstrip,-4.6316,142.8913,178.0,PG,AYIR,
245,small_airport,Isan Airstrip,-5.9781,146.61975,6955.0,PG,AYIS,
246,small_airport,Iteri Airstrip,-4.2418,141.5234,242.0,PG,AYIT,
247,small_airport,Ialibu Airport,-6.2782,143.9944,6736.0,PG,AYIU,IAL
248,small_airport,Witu Airport,-4.689522,149.440112,25.0,PG,AYIX,WIU
249,small_airport,Yomneri Airstrip,-5.237,144.6007,6100.0,PG,AYJE,
250,small_airport,Yongai Airport,-8.5289,147.4603,6500.0,PG,AYJO,KGH
251,small_airport,Losuia Airport,-8.505820274353027,151.08099365234375,27.0,PG,AYKA,LSA
252,small_airport,Kopiago Airport,-5.3883,142.4977,4445.0,PG,AYKG,KPA
253,small_airport,Kiunga Airport,-6.1257100105285645,141.28199768066406,88.0,PG,AYKI,UNG
254,small_airport,Kanainj Airport,-5.2903,144.7072,4064.0,PG,AYKJ,KNE
255,small_airport,Kikori Airport,-7.424379825592041,144.2500762939453,50.0,PG,AYKK,KRI
256,small_airport,Kafle Airstrip,-3.75,142.59,850.0,PG,AYKL,
257,medium_airport,Kerema Airport,-7.96361017227,145.770996094,10.0,PG,AYKM,KMA
258,small_airport,Kubuna Airstrip,-8.6917,146.7566,200.0,PG,AYKN,
259,small_airport,Kar Kar Airport,-4.557,145.9404,130.0,PG,AYKR,KRX
260,small_airport,Kuri Airport,-7.135083,143.276111,35.0,PG,AYKU,KUQ
261,medium_airport,Kavieng Airport,-2.57940006256,150.807998657,7.0,PG,AYKV,KVG
262,small_airport,Londolovit Airport,-3.04361009598,152.628997803,167.0,PG,AYKY,LNV
263,small_airport,Kairiru Airstrip,-3.3687,143.5546,60.0,PG,AYKZ,
264,small_airport,Lab Lab Airport,-5.7204,148.0566,160.0,PG,AYLB,LAB
265,small_airport,Lake Campbell Airstrip,-6.7486,142.6037,585.0,PG,AYLC,
266,small_airport,Lele Airstrip,-5.2192,151.3938,1600.0,PG,AYLE,
267,small_airport,Klauhau Airstrip,-4.1305,142.2495,130.0,PG,AYLH,
268,small_airport,Lowai Airport,-6.3344,146.6458,2900.0,PG,AYLO,LWI
269,small_airport,Leron Plains Airport,-6.3917,146.3434,680.0,PG,AYLP,LPN
270,small_airport,Lagoon Airstrip,-8.8186,143.1317,100.0,PG,AYLQ,
271,small_airport,Lese Airport,-8.2799,146.2765,40.0,PG,AYLS,LNG
272,small_airport,Long Island Airport,-5.3604,147.0177,116.0,PG,AYLX,LSJ
273,small_airport,Slai Airstrip,-4.0322,143.1831,77.0,PG,AYLZ,
274,small_airport,Manari Airport,-9.1908,147.6219,2630.0,PG,AYMA,MRM
275,small_airport,Morobe Airport,-7.74,147.59,8.0,PG,AYMB,OBM
276,medium_airport,Madang Airport,-5.20707988739,145.789001465,20.0,PG,AYMD,MAG
277,medium_airport,Mount Hagen Kagamuga Airport,-5.826789855957031,144.29600524902344,5388.0,PG,AYMH,HGU
278,small_airport,Mok Airport,-5.730238,149.056583,1050.0,PG,AYMK,
279,small_airport,Mougulu Airport,-6.280859,142.420775,825.0,PG,AYML,GUV
280,medium_airport,Mendi Airport,-6.14774,143.656998,5680.0,PG,AYMN,MDU
281,medium_airport,Momote Airport,-2.06189,147.423996,12.0,PG,AYMO,MAS
282,small_airport,Moro Airport,-6.36332988739,143.238006592,2740.0,PG,AYMR,MXH
283,small_airport,Misima Island Airport,-10.6892004013,152.837997437,26.0,PG,AYMS,MIS
284,small_airport,Marawaka Airport,-6.9736,145.8849,6050.0,PG,AYMW,MWG
285,small_airport,Smok Airstrip,-3.3158,141.2461,729.0,PG,AYMY,
286,small_airport,Nankina Airport,-5.837,146.4533,5800.0,PG,AYNA,NKN
287,small_airport,Negarbo(Negabo) Airport,-6.567778,144.703058,4500.0,PG,AYNE,GBF
288,small_airport,Manguna Airport,-5.577778,151.792333,187.0,PG,AYNG,MFO
289,small_airport,Kasonombe Airport,-6.3819,146.9859,5800.0,PG,AYNM,KSB
290,small_airport,Nomane Airport,-6.32183,145.070667,6032.0,PG,AYNO,NMN
291,small_airport,Kantobo Airstrip,-6.7227,143.5636,1385.0,PG,AYNT,
292,small_airport,Nambaiyufa Airport,-6.2412,145.2424,5550.0,PG,AYNY,NBA
293,medium_airport,Nadzab Airport,-6.569803,146.725977,239.0,PG,AYNZ,LAE
294,small_airport,Kwomtari Airstrip,-3.598,141.3614,366.0,PG,AYOA,
295,small_airport,Obura Airstrip,-6.5507,145.9728,5600.0,PG,AYOD,
296,small_airport,Konge Airport,-6.2239,147.2152,5900.0,PG,AYOE,KGB
297,small_airport,Okisai Airstrip,-4.7065,141.9006,310.0,PG,AYOH,
298,small_airport,Oksapmin Airport,-5.2261,142.2259,5140.0,PG,AYOJ,OKP
299,small_airport,Komako Airport,-7.3984,145.8827,3960.0,PG,AYOK,HOC
300,small_airport,Komaio Airport,-7.2714,143.5952,28.0,PG,AYOQ,KCJ
301,small_airport,Kosimbi Airstrip,-3.9522,143.1767,149.0,PG,AYOS,
302,small_airport,Kombaku Airstrip,-5.3817,144.6355,5400.0,PG,AYOU,
303,small_airport,Koroba Airport,-5.6952,142.7441,5638.0,PG,AYOW,KDE
304,small_airport,Moi Airstrip,-4.1615,141.2478,240.0,PG,AYOX,
305,small_airport,Open Bay Airport,-4.794727,151.696195,33.0,PG,AYOY,OPB
306,small_airport,Kora Airstrip,-6.4304,145.0931,5745.0,PG,AYOZ,
307,small_airport,Somokopa Airstrip,-7.0838,142.514,489.0,PG,AYPA,
308,small_airport,Pangoa Airport,-7.0226,141.5605,60.0,PG,AYPC,PGB
309,small_airport,Pangia Airport,-6.386,144.1084,5340.0,PG,AYPG,PGN
310,small_airport,Kapi Airstrip,-6.371,144.6839,3408.0,PG,AYPI,
311,small_airport,Mapoda Airport,-7.979,143.1694,45.0,PG,AYPO,MPF
312,small_airport,Pumani Airport,-9.7469,149.4766,427.0,PG,AYPQ,PMN
313,small_airport,Puri Airport,-6.47516111111,143.987222222,6050.0,PG,AYPU,
314,small_airport,Panakawa Airport,-7.67205555556,143.124722222,42.0,PG,AYPW,
315,large_airport,Port Moresby Jacksons International Airport,-9.44338035583496,147.22000122070312,146.0,PG,AYPY,POM
316,small_airport,Simbari Airstrip,-6.9623,145.6448,3560.0,PG,AYQB,
317,small_airport,Simogu Airstrip,-6.8008,145.7134,4990.0,PG,AYQM,
318,small_airport,Sopu Airport,-8.3038,147.1659,6580.0,PG,AYQO,SPH
319,small_airport,Sialum Airport,-6.0908,147.5955,170.0,PG,AYQS,SXA
320,small_airport,Tsumba Airstrip,-4.6581,144.6082,89.0,PG,AYQU,
321,small_airport,Sinow Airstrip,-3.9925,141.5537,183.0,PG,AYQV,
322,small_airport,Sumwari Airstrip,-4.7508,142.3686,465.0,PG,AYQW,
323,small_airport,Rumginae Airport,-5.89722222222,141.271666667,160.0,PG,AYRG,RMN
324,small_airport,Karimui Airport,-6.4921,144.823,3640.0,PG,AYRI,KMR
325,small_airport,Maralina Airstrip,-6.9015,146.3698,431.0,PG,AYRL,
326,small_airport,Maramuni Airport,-5.13,143.4829,5160.0,PG,AYRM,MWI
327,small_airport,Norambi Airstrip.,-6.9125,145.6731,5100.0,PG,AYRN,
328,small_airport,Tiri Airstrip,-6.6815,144.1842,4545.0,PG,AYRR,
329,small_airport,Kirinbit Airstrip,-4.2839,143.1512,60.0,PG,AYRT,
